zone_id,start_time,weekday,hour,hours_worked,earnings,distance_km,trips_completed,active_drivers,active_hour_wage,revenue_per_trip,fare_per_km,earnings_per_driver,log_hours,log_trips,log_active_drivers,log_active_hour_wage,log_revenue_per_trip,log_fare_per_km,log_earnings_per_driver,wage,log_wage
Financial District/South Beach,2024-05-12 05:00:00,6,5,6.233594166666666,663.3000000000001,201.3633567,25,20,106.40731210044287,26.532000000000004,3.2940452069847725,33.165000000000006,1.829953079236743,3.2188758248682006,2.995732273553991,4.667274297294767,3.2783515516633095,1.1921163557003678,3.5014951029775196,3.2940452069847725,1.1921163557003678
Financial District/South Beach,2024-05-12 06:00:00,6,6,3.3359083333333333,348.7,117.943684,16,14,104.52925115348393,21.79375,2.9564957458849594,24.907142857142855,1.2047450061013867,2.772588722239781,2.6390573296152584,4.649466947580219,3.0816232314418244,1.0840046973752802,3.2151546240663467,2.9564957458849594,1.0840046973752802
Financial District/South Beach,2024-05-12 07:00:00,6,7,4.623198055555556,570.73,199.5977137,19,15,123.44917806715445,30.03842105263158,2.8594014902285925,38.04866666666667,1.5310866854372356,2.9444389791664403,2.70805020110221,4.815829557746784,3.4024772640175787,1.0506123337810753,3.6388660420818093,2.8594014902285925,1.0506123337810753
Financial District/South Beach,2024-05-12 08:00:00,6,8,3.1481816666666664,301.21,77.91265940000001,18,13,95.67745190477677,16.733888888888888,3.8659956202188104,23.169999999999998,1.1468250374881312,2.8903717578961645,2.5649493574615367,4.56098265841769,2.8174359380096567,1.3522192478881385,3.142858338444285,3.8659956202188104,1.3522192478881385
Financial District/South Beach,2024-05-12 09:00:00,6,9,6.948369166666667,711.29,242.6434223,28,22,102.36790575438384,25.403214285714284,2.931420902564479,32.33136363636363,1.93850697976337,3.332204510175204,3.091042453358316,4.628573243111633,3.2348757126998,1.0754872551595913,3.476037769516688,2.931420902564479,1.0754872551595913
Financial District/South Beach,2024-05-12 10:00:00,6,10,6.9118836111111115,671.97,225.10979580000003,30,23,97.21951899186831,22.399,2.9850766716390043,29.21608695652174,1.933242192689715,3.4011973816621555,3.1354942159291497,4.576971503979769,3.1090163150073296,1.0936254321559025,3.374719480740335,2.9850766716390043,1.0936254321559025
Financial District/South Beach,2024-05-12 11:00:00,6,11,5.469981388888889,524.9,176.8614863,21,17,95.96010711594438,24.995238095238093,2.967859260832187,30.876470588235293,1.6992752140311893,3.044522437723423,2.833213344056216,4.563932554227065,3.218685330534831,1.0878409053237448,3.429994424202038,2.967859260832187,1.0878409053237448
Financial District/South Beach,2024-05-12 12:00:00,6,12,7.572915,636.55,172.7158226,34,24,84.05613954467995,18.72205882352941,3.6855337884949515,26.522916666666664,2.024578065983128,3.5263605246161616,3.1780538303479458,4.4314849035245265,2.929702444891493,1.3044153695593124,3.2780091391597086,3.6855337884949515,1.3044153695593124
Financial District/South Beach,2024-05-12 13:00:00,6,13,3.9824722222222224,285.44,76.8717103,18,15,71.67407180073795,15.857777777777777,3.713199548781211,19.029333333333334,1.3819027878178474,2.8903717578961645,2.70805020110221,4.272129061573797,2.76366009149548,1.311893917026131,2.9459816482894343,3.713199548781211,1.311893917026131
Financial District/South Beach,2024-05-12 14:00:00,6,14,7.032768333333333,639.29,208.82287073000003,28,22,90.90161508234902,22.83178571428571,3.0613983888123895,29.058636363636364,1.9505804168335885,3.332204510175204,3.091042453358316,4.509777768708197,3.128153675366582,1.1188718013842192,3.36931573218347,3.0613983888123895,1.1188718013842192
Financial District/South Beach,2024-05-12 15:00:00,6,15,8.461465277777778,657.36,188.80549493,30,21,77.68867192853878,21.912,3.4816783285026607,31.302857142857142,2.135522359303578,3.4011973816621555,3.044522437723423,4.3527094543193545,3.087034431960777,1.2475144558329412,3.4437093758995094,3.4816783285026607,1.2475144558329412
Financial District/South Beach,2024-05-12 16:00:00,6,16,8.805619444444444,694.98,214.1620519,29,22,78.92460086251741,23.964827586206898,3.2451127257807153,31.59,2.175390090915354,3.367295829986474,3.091042453358316,4.368492977256955,3.1765872381858355,1.1771500878518344,3.4528406148139936,3.2451127257807153,1.1771500878518344
Financial District/South Beach,2024-05-12 17:00:00,6,17,10.875089444444445,948.28,255.28048260000003,42,20,87.19744374005404,22.578095238095237,3.714659226361083,47.414,2.386474801717425,3.7376696182833684,2.995732273553991,4.468175015577606,3.1169801990116635,1.3122869448536245,3.8589175437410406,3.714659226361083,1.3122869448536245
